Id,class1,class2
8901,chordophone,chrd_composite
8902,aerophone,aero_lip-vibrated
8903,aerophone,aero_double-reed
8904,aerophone,aero_lip-vibrated
8905,aerophone,aero_lip-vibrated
8906,chordophone,chrd_composite
8907,aerophone,aero_double-reed
8908,aerophone,aero_lip-vibrated
8909,aerophone,aero_single-reed
8910,aerophone,aero_lip-vibrated
8911,chordophone,chrd_composite
8912,aerophone,aero_lip-vibrated
8913,aerophone,aero_double-reed
8914,aerophone,aero_free-reed
8915,aerophone,aero_single-reed
8916,aerophone,aero_lip-vibrated
8917,chordophone,chrd_simple
8918,chordophone,chrd_composite
8919,aerophone,aero_lip-vibrated
8920,chordophone,chrd_composite
8921,aerophone,aero_double-reed
8922,aerophone,aero_single-reed
8923,chordophone,chrd_composite
8924,aerophone,aero_double-reed
8925,aerophone,aero_side
8926,chordophone,chrd_composite
8927,aerophone,aero_side
8928,chordophone,chrd_composite
8929,chordophone,chrd_composite
8930,aerophone,aero_lip-vibrated
8931,aerophone,aero_lip-vibrated
8932,aerophone,aero_single-reed
8933,aerophone,aero_side
8934,aerophone,aero_double-reed
8935,aerophone,aero_double-reed
8936,chordophone,chrd_composite
8937,aerophone,aero_lip-vibrated
8938,aerophone,aero_lip-vibrated
8939,chordophone,chrd_simple
8940,chordophone,chrd_composite
8941,chordophone,chrd_composite
8942,aerophone,aero_lip-vibrated
8943,chordophone,chrd_composite
8944,aerophone,aero_single-reed
8945,aerophone,aero_side
8946,aerophone,aero_lip-vibrated
8947,aerophone,aero_single-reed
8948,chordophone,chrd_composite
8949,aerophone,aero_single-reed
8950,aerophone,aero_lip-vibrated
8951,aerophone,aero_single-reed
8952,aerophone,aero_lip-vibrated
8953,aerophone,aero_lip-vibrated
8954,chordophone,chrd_composite
8955,aerophone,aero_single-reed
8956,aerophone,aero_lip-vibrated
8957,aerophone,aero_double-reed
8958,aerophone,aero_single-reed
8959,aerophone,aero_lip-vibrated
8960,chordophone,chrd_composite
8961,chordophone,chrd_composite
8962,aerophone,aero_lip-vibrated
8963,chordophone,chrd_composite
8964,chordophone,chrd_simple
8965,chordophone,chrd_composite
8966,aerophone,aero_free-reed
8967,aerophone,aero_single-reed
8968,chordophone,chrd_simple
8969,chordophone,chrd_simple
8970,aerophone,aero_lip-vibrated
8971,aerophone,aero_double-reed
8972,chordophone,chrd_composite
8973,chordophone,chrd_composite
8974,aerophone,aero_single-reed
8975,aerophone,aero_side
8976,chordophone,chrd_simple
8977,aerophone,aero_lip-vibrated
8978,aerophone,aero_side
8979,chordophone,chrd_simple
8980,aerophone,aero_side
8981,aerophone,aero_lip-vibrated
8982,aerophone,aero_lip-vibrated
8983,aerophone,aero_single-reed
8984,aerophone,aero_lip-vibrated
8985,aerophone,aero_lip-vibrated
8986,chordophone,chrd_composite
8987,aerophone,aero_free-reed
8988,chordophone,chrd_composite
8989,chordophone,chrd_simple
8990,chordophone,chrd_composite
8991,chordophone,chrd_composite
8992,aerophone,aero_lip-vibrated
8993,chordophone,chrd_composite
8994,chordophone,chrd_composite
8995,aerophone,aero_single-reed
8996,aerophone,aero_double-reed
8997,chordophone,chrd_simple
8998,aerophone,aero_lip-vibrated
8999,aerophone,aero_lip-vibrated
9000,aerophone,aero_free-reed
9001,aerophone,aero_single-reed
9002,aerophone,aero_side
9003,aerophone,aero_lip-vibrated
9004,aerophone,aero_double-reed
9005,chordophone,chrd_composite
9006,chordophone,chrd_composite
9007,aerophone,aero_side
9008,aerophone,aero_side
9009,aerophone,aero_lip-vibrated
9010,chordophone,chrd_composite
9011,aerophone,aero_lip-vibrated
9012,chordophone,chrd_composite
9013,chordophone,chrd_simple
9014,aerophone,aero_lip-vibrated
9015,aerophone,aero_lip-vibrated
9016,aerophone,aero_single-reed
9017,aerophone,aero_single-reed
9018,aerophone,aero_lip-vibrated
9019,aerophone,aero_side
9020,aerophone,aero_lip-vibrated
9021,aerophone,aero_single-reed
9022,aerophone,aero_single-reed
9023,aerophone,aero_side
9024,aerophone,aero_double-reed
9025,aerophone,aero_lip-vibrated
9026,aerophone,aero_single-reed
9027,aerophone,aero_single-reed
9028,aerophone,aero_side
9029,aerophone,aero_single-reed
9030,aerophone,aero_double-reed
9031,aerophone,aero_side
9032,aerophone,aero_lip-vibrated
9033,aerophone,aero_lip-vibrated
9034,aerophone,aero_side
9035,aerophone,aero_double-reed
9036,aerophone,aero_single-reed
9037,aerophone,aero_double-reed
9038,aerophone,aero_lip-vibrated
9039,aerophone,aero_single-reed
9040,chordophone,chrd_simple
9041,aerophone,aero_lip-vibrated
9042,aerophone,aero_single-reed
9043,aerophone,aero_double-reed
9044,chordophone,chrd_composite
9045,aerophone,aero_double-reed
9046,aerophone,aero_lip-vibrated
9047,aerophone,aero_single-reed
9048,aerophone,aero_free-reed
9049,aerophone,aero_single-reed
9050,chordophone,chrd_composite
9051,aerophone,aero_lip-vibrated
9052,aerophone,aero_lip-vibrated
9053,chordophone,chrd_simple
9054,chordophone,chrd_composite
9055,aerophone,aero_side
9056,aerophone,aero_double-reed
9057,aerophone,aero_side
9058,aerophone,aero_lip-vibrated
9059,aerophone,aero_double-reed
9060,aerophone,aero_single-reed
9061,aerophone,aero_single-reed
9062,aerophone,aero_double-reed
9063,aerophone,aero_single-reed
9064,aerophone,aero_single-reed
9065,chordophone,chrd_composite
9066,chordophone,chrd_simple
9067,aerophone,aero_lip-vibrated
9068,aerophone,aero_double-reed
9069,aerophone,aero_double-reed
9070,aerophone,aero_lip-vibrated
9071,aerophone,aero_lip-vibrated
9072,aerophone,aero_lip-vibrated
9073,chordophone,chrd_composite
9074,aerophone,aero_lip-vibrated
9075,aerophone,aero_single-reed
9076,aerophone,aero_lip-vibrated
9077,aerophone,aero_lip-vibrated
9078,chordophone,chrd_composite
9079,aerophone,aero_lip-vibrated
9080,aerophone,aero_lip-vibrated
9081,aerophone,aero_side
9082,aerophone,aero_lip-vibrated
9083,aerophone,aero_lip-vibrated
9084,aerophone,aero_side
9085,aerophone,aero_single-reed
9086,aerophone,aero_single-reed
9087,aerophone,aero_side
9088,aerophone,aero_single-reed
9089,aerophone,aero_side
9090,aerophone,aero_lip-vibrated
9091,aerophone,aero_side
9092,aerophone,aero_side
9093,aerophone,aero_single-reed
9094,aerophone,aero_single-reed
9095,aerophone,aero_lip-vibrated
9096,aerophone,aero_side
9097,chordophone,chrd_composite
9098,chordophone,chrd_composite
9099,chordophone,chrd_composite
9100,aerophone,aero_free-reed
9101,aerophone,aero_single-reed
9102,aerophone,aero_single-reed
9103,aerophone,aero_double-reed
9104,chordophone,chrd_composite
9105,aerophone,aero_lip-vibrated
9106,aerophone,aero_lip-vibrated
9107,aerophone,aero_single-reed
9108,aerophone,aero_lip-vibrated
9109,aerophone,aero_lip-vibrated
9110,aerophone,aero_single-reed
9111,aerophone,aero_single-reed
9112,aerophone,aero_lip-vibrated
9113,chordophone,chrd_composite
9114,aerophone,aero_single-reed
9115,aerophone,aero_double-reed
9116,aerophone,aero_single-reed
9117,aerophone,aero_single-reed
9118,chordophone,chrd_composite
9119,chordophone,chrd_simple
9120,aerophone,aero_lip-vibrated
9121,aerophone,aero_lip-vibrated
9122,aerophone,aero_lip-vibrated
9123,chordophone,chrd_composite
9124,aerophone,aero_double-reed
9125,aerophone,aero_lip-vibrated
9126,aerophone,aero_single-reed
9127,aerophone,aero_lip-vibrated
9128,aerophone,aero_double-reed
9129,chordophone,chrd_simple
9130,chordophone,chrd_composite
9131,chordophone,chrd_composite
9132,aerophone,aero_double-reed
9133,aerophone,aero_lip-vibrated
9134,aerophone,aero_free-reed
9135,aerophone,aero_single-reed
9136,chordophone,chrd_simple
9137,aerophone,aero_single-reed
9138,aerophone,aero_lip-vibrated
9139,aerophone,aero_side
9140,aerophone,aero_side
9141,aerophone,aero_free-reed
9142,chordophone,chrd_composite
9143,chordophone,chrd_simple
9144,aerophone,aero_side
9145,aerophone,aero_lip-vibrated
9146,aerophone,aero_double-reed
9147,chordophone,chrd_composite
9148,chordophone,chrd_composite
9149,aerophone,aero_lip-vibrated
9150,chordophone,chrd_composite
9151,aerophone,aero_single-reed
9152,aerophone,aero_lip-vibrated
9153,aerophone,aero_side
9154,aerophone,aero_lip-vibrated
9155,chordophone,chrd_composite
9156,aerophone,aero_lip-vibrated
9157,aerophone,aero_side
9158,aerophone,aero_free-reed
9159,aerophone,aero_single-reed
9160,chordophone,chrd_simple
9161,aerophone,aero_lip-vibrated
9162,chordophone,chrd_composite
9163,aerophone,aero_lip-vibrated
9164,chordophone,chrd_composite
9165,chordophone,chrd_composite
9166,chordophone,chrd_composite
9167,aerophone,aero_single-reed
9168,aerophone,aero_lip-vibrated
9169,chordophone,chrd_composite
9170,chordophone,chrd_composite
9171,aerophone,aero_side
9172,aerophone,aero_double-reed
9173,aerophone,aero_side
9174,aerophone,aero_lip-vibrated
9175,aerophone,aero_lip-vibrated
9176,chordophone,chrd_composite
9177,aerophone,aero_lip-vibrated
9178,aerophone,aero_side
9179,aerophone,aero_single-reed
9180,aerophone,aero_single-reed
9181,aerophone,aero_lip-vibrated
9182,aerophone,aero_lip-vibrated
9183,aerophone,aero_side
9184,aerophone,aero_double-reed
9185,chordophone,chrd_composite
9186,aerophone,aero_single-reed
9187,chordophone,chrd_composite
9188,aerophone,aero_lip-vibrated
9189,chordophone,chrd_composite
9190,aerophone,aero_lip-vibrated
9191,aerophone,aero_lip-vibrated
9192,aerophone,aero_double-reed
9193,aerophone,aero_side
9194,chordophone,chrd_composite
9195,aerophone,aero_lip-vibrated
9196,aerophone,aero_side
9197,aerophone,aero_single-reed
9198,aerophone,aero_single-reed
9199,aerophone,aero_lip-vibrated
9200,chordophone,chrd_composite
9201,aerophone,aero_lip-vibrated
9202,aerophone,aero_single-reed
9203,chordophone,chrd_simple
9204,chordophone,chrd_composite
9205,aerophone,aero_lip-vibrated
9206,aerophone,aero_lip-vibrated
9207,aerophone,aero_lip-vibrated
9208,chordophone,chrd_simple
9209,aerophone,aero_lip-vibrated
9210,aerophone,aero_lip-vibrated
9211,aerophone,aero_lip-vibrated
9212,aerophone,aero_single-reed
9213,aerophone,aero_side
9214,aerophone,aero_double-reed
9215,aerophone,aero_single-reed
9216,aerophone,aero_single-reed
9217,chordophone,chrd_composite
9218,aerophone,aero_single-reed
9219,chordophone,chrd_composite
9220,chordophone,chrd_composite
9221,aerophone,aero_free-reed
9222,aerophone,aero_side
9223,aerophone,aero_lip-vibrated
9224,aerophone,aero_lip-vibrated
9225,aerophone,aero_free-reed
9226,aerophone,aero_side
9227,chordophone,chrd_simple
9228,chordophone,chrd_composite
9229,aerophone,aero_side
9230,aerophone,aero_double-reed
9231,chordophone,chrd_composite
9232,aerophone,aero_single-reed
9233,aerophone,aero_side
9234,aerophone,aero_lip-vibrated
9235,chordophone,chrd_simple
9236,aerophone,aero_lip-vibrated
9237,aerophone,aero_double-reed
9238,chordophone,chrd_simple
9239,aerophone,aero_lip-vibrated
9240,aerophone,aero_lip-vibrated
9241,aerophone,aero_side
9242,aerophone,aero_lip-vibrated
9243,aerophone,aero_lip-vibrated
9244,aerophone,aero_lip-vibrated
9245,chordophone,chrd_composite
9246,aerophone,aero_side
9247,aerophone,aero_side
9248,aerophone,aero_lip-vibrated
9249,chordophone,chrd_composite
9250,chordophone,chrd_composite
9251,chordophone,chrd_composite
9252,chordophone,chrd_composite
9253,aerophone,aero_side
9254,aerophone,aero_double-reed
9255,aerophone,aero_lip-vibrated
9256,aerophone,aero_side
9257,aerophone,aero_double-reed
9258,chordophone,chrd_composite
9259,aerophone,aero_lip-vibrated
9260,aerophone,aero_side
9261,aerophone,aero_lip-vibrated
9262,aerophone,aero_double-reed
9263,chordophone,chrd_composite
9264,chordophone,chrd_composite
9265,aerophone,aero_side
9266,chordophone,chrd_simple
9267,chordophone,chrd_simple
9268,aerophone,aero_lip-vibrated
9269,aerophone,aero_double-reed
9270,aerophone,aero_lip-vibrated
9271,aerophone,aero_single-reed
9272,aerophone,aero_single-reed
9273,aerophone,aero_side
9274,chordophone,chrd_composite
9275,chordophone,chrd_simple
9276,aerophone,aero_single-reed
9277,chordophone,chrd_composite
9278,chordophone,chrd_composite
9279,chordophone,chrd_simple
9280,aerophone,aero_lip-vibrated
9281,aerophone,aero_lip-vibrated
9282,aerophone,aero_lip-vibrated
9283,aerophone,aero_single-reed
9284,chordophone,chrd_composite
9285,chordophone,chrd_composite
9286,aerophone,aero_lip-vibrated
9287,chordophone,chrd_simple
9288,chordophone,chrd_simple
9289,chordophone,chrd_composite
9290,chordophone,chrd_composite
9291,aerophone,aero_side
9292,chordophone,chrd_simple
9293,chordophone,chrd_composite
9294,chordophone,chrd_composite
9295,aerophone,aero_single-reed
9296,chordophone,chrd_composite
9297,aerophone,aero_double-reed
9298,aerophone,aero_lip-vibrated
9299,aerophone,aero_single-reed
9300,chordophone,chrd_composite
9301,aerophone,aero_double-reed
9302,aerophone,aero_single-reed
9303,chordophone,chrd_composite
9304,aerophone,aero_free-reed
9305,aerophone,aero_double-reed
9306,aerophone,aero_side
9307,aerophone,aero_lip-vibrated
9308,aerophone,aero_lip-vibrated
9309,aerophone,aero_double-reed
9310,chordophone,chrd_composite
9311,aerophone,aero_single-reed
9312,chordophone,chrd_composite
9313,aerophone,aero_side
9314,aerophone,aero_lip-vibrated
9315,aerophone,aero_single-reed
9316,aerophone,aero_side
9317,chordophone,chrd_composite
9318,aerophone,aero_side
9319,aerophone,aero_double-reed
9320,aerophone,aero_double-reed
9321,aerophone,aero_side
9322,aerophone,aero_lip-vibrated
9323,aerophone,aero_lip-vibrated
9324,aerophone,aero_single-reed
9325,aerophone,aero_lip-vibrated
9326,aerophone,aero_single-reed
9327,aerophone,aero_lip-vibrated
9328,aerophone,aero_lip-vibrated
9329,chordophone,chrd_simple
9330,aerophone,aero_single-reed
9331,chordophone,chrd_composite
9332,aerophone,aero_double-reed
9333,chordophone,chrd_composite
9334,aerophone,aero_lip-vibrated
9335,aerophone,aero_double-reed
9336,aerophone,aero_single-reed
9337,aerophone,aero_lip-vibrated
9338,aerophone,aero_lip-vibrated
9339,aerophone,aero_side
9340,aerophone,aero_single-reed
9341,aerophone,aero_single-reed
9342,aerophone,aero_lip-vibrated
9343,aerophone,aero_free-reed
9344,aerophone,aero_lip-vibrated
9345,aerophone,aero_single-reed
9346,aerophone,aero_side
9347,aerophone,aero_single-reed
9348,chordophone,chrd_composite
9349,aerophone,aero_double-reed
9350,chordophone,chrd_composite
9351,aerophone,aero_double-reed
9352,aerophone,aero_single-reed
9353,chordophone,chrd_composite
9354,chordophone,chrd_composite
9355,aerophone,aero_lip-vibrated
9356,aerophone,aero_double-reed
9357,aerophone,aero_lip-vibrated
9358,aerophone,aero_single-reed
9359,aerophone,aero_lip-vibrated
9360,aerophone,aero_side
9361,aerophone,aero_side
9362,chordophone,chrd_composite
9363,aerophone,aero_single-reed
9364,aerophone,aero_double-reed
9365,aerophone,aero_single-reed
9366,aerophone,aero_lip-vibrated
9367,aerophone,aero_lip-vibrated
9368,aerophone,aero_lip-vibrated
9369,aerophone,aero_double-reed
9370,aerophone,aero_single-reed
9371,chordophone,chrd_composite
9372,aerophone,aero_double-reed
9373,aerophone,aero_lip-vibrated
9374,aerophone,aero_lip-vibrated
9375,chordophone,chrd_simple
9376,aerophone,aero_double-reed
9377,chordophone,chrd_composite
9378,aerophone,aero_single-reed
9379,aerophone,aero_lip-vibrated
9380,chordophone,chrd_composite
9381,aerophone,aero_double-reed
9382,aerophone,aero_lip-vibrated
9383,chordophone,chrd_simple
9384,aerophone,aero_single-reed
9385,chordophone,chrd_simple
9386,chordophone,chrd_simple
9387,aerophone,aero_side
9388,aerophone,aero_double-reed
9389,chordophone,chrd_composite
9390,aerophone,aero_lip-vibrated
9391,aerophone,aero_side
9392,aerophone,aero_lip-vibrated
9393,aerophone,aero_double-reed
9394,aerophone,aero_side
9395,aerophone,aero_single-reed
9396,aerophone,aero_lip-vibrated
9397,chordophone,chrd_composite
9398,aerophone,aero_lip-vibrated
9399,aerophone,aero_lip-vibrated
9400,aerophone,aero_double-reed
9401,aerophone,aero_double-reed
9402,aerophone,aero_lip-vibrated
9403,aerophone,aero_double-reed
9404,aerophone,aero_single-reed
9405,aerophone,aero_double-reed
9406,aerophone,aero_single-reed
9407,aerophone,aero_lip-vibrated
9408,aerophone,aero_lip-vibrated
9409,aerophone,aero_lip-vibrated
9410,chordophone,chrd_composite
9411,chordophone,chrd_composite
9412,aerophone,aero_side
9413,chordophone,chrd_simple
9414,chordophone,chrd_composite
9415,aerophone,aero_single-reed
9416,chordophone,chrd_composite
9417,chordophone,chrd_composite
9418,aerophone,aero_lip-vibrated
9419,aerophone,aero_double-reed
9420,aerophone,aero_lip-vibrated
9421,aerophone,aero_single-reed
9422,aerophone,aero_double-reed
9423,chordophone,chrd_composite
9424,aerophone,aero_single-reed
9425,aerophone,aero_lip-vibrated
9426,aerophone,aero_lip-vibrated
9427,aerophone,aero_double-reed
9428,chordophone,chrd_composite
9429,aerophone,aero_single-reed
9430,aerophone,aero_single-reed
9431,aerophone,aero_lip-vibrated
9432,aerophone,aero_lip-vibrated
9433,chordophone,chrd_simple
9434,chordophone,chrd_composite
9435,aerophone,aero_side
9436,chordophone,chrd_simple
9437,aerophone,aero_side
9438,chordophone,chrd_composite
9439,aerophone,aero_lip-vibrated
9440,chordophone,chrd_simple
9441,aerophone,aero_double-reed
9442,aerophone,aero_side
9443,chordophone,chrd_composite
9444,chordophone,chrd_composite
9445,aerophone,aero_lip-vibrated
9446,aerophone,aero_side
9447,chordophone,chrd_composite
9448,aerophone,aero_side
9449,chordophone,chrd_simple
9450,aerophone,aero_single-reed
9451,aerophone,aero_single-reed
9452,aerophone,aero_single-reed
9453,chordophone,chrd_simple
9454,aerophone,aero_lip-vibrated
9455,aerophone,aero_double-reed
9456,aerophone,aero_lip-vibrated
9457,aerophone,aero_lip-vibrated
9458,aerophone,aero_side
9459,aerophone,aero_single-reed
9460,chordophone,chrd_simple
9461,aerophone,aero_single-reed
9462,aerophone,aero_side
9463,aerophone,aero_side
9464,aerophone,aero_lip-vibrated
9465,chordophone,chrd_simple
9466,chordophone,chrd_composite
9467,chordophone,chrd_composite
9468,chordophone,chrd_composite
9469,chordophone,chrd_composite
9470,aerophone,aero_single-reed
9471,aerophone,aero_side
9472,aerophone,aero_side
9473,aerophone,aero_lip-vibrated
9474,aerophone,aero_double-reed
9475,aerophone,aero_single-reed
9476,aerophone,aero_side
9477,aerophone,aero_lip-vibrated
9478,aerophone,aero_lip-vibrated
9479,aerophone,aero_lip-vibrated
9480,chordophone,chrd_composite
9481,chordophone,chrd_composite
9482,chordophone,chrd_composite
9483,aerophone,aero_lip-vibrated
9484,aerophone,aero_side
9485,chordophone,chrd_composite
9486,aerophone,aero_lip-vibrated
9487,aerophone,aero_lip-vibrated
9488,aerophone,aero_lip-vibrated
9489,aerophone,aero_single-reed
9490,aerophone,aero_double-reed
9491,chordophone,chrd_simple
9492,aerophone,aero_lip-vibrated
9493,aerophone,aero_lip-vibrated
9494,chordophone,chrd_composite
9495,chordophone,chrd_simple
9496,chordophone,chrd_composite
9497,aerophone,aero_side
9498,aerophone,aero_single-reed
9499,aerophone,aero_lip-vibrated
9500,aerophone,aero_side
9501,chordophone,chrd_composite
9502,aerophone,aero_lip-vibrated
9503,chordophone,chrd_simple
9504,aerophone,aero_lip-vibrated
9505,aerophone,aero_lip-vibrated
9506,chordophone,chrd_simple
9507,chordophone,chrd_composite
9508,aerophone,aero_side
9509,aerophone,aero_single-reed
9510,aerophone,aero_single-reed
9511,chordophone,chrd_composite
9512,aerophone,aero_side
9513,chordophone,chrd_composite
9514,aerophone,aero_side
9515,aerophone,aero_lip-vibrated
9516,aerophone,aero_side
9517,aerophone,aero_single-reed
9518,aerophone,aero_lip-vibrated
9519,aerophone,aero_lip-vibrated
9520,aerophone,aero_double-reed
9521,chordophone,chrd_simple
9522,aerophone,aero_single-reed
9523,aerophone,aero_single-reed
9524,aerophone,aero_lip-vibrated
9525,aerophone,aero_single-reed
9526,chordophone,chrd_composite
9527,aerophone,aero_lip-vibrated
9528,aerophone,aero_lip-vibrated
9529,aerophone,aero_lip-vibrated
9530,aerophone,aero_lip-vibrated
9531,aerophone,aero_lip-vibrated
9532,aerophone,aero_side
9533,chordophone,chrd_composite
9534,aerophone,aero_side
9535,aerophone,aero_lip-vibrated
9536,aerophone,aero_double-reed
9537,aerophone,aero_double-reed
9538,aerophone,aero_lip-vibrated
9539,aerophone,aero_lip-vibrated
9540,aerophone,aero_lip-vibrated
9541,aerophone,aero_lip-vibrated
9542,aerophone,aero_double-reed
9543,aerophone,aero_lip-vibrated
9544,aerophone,aero_lip-vibrated
9545,aerophone,aero_lip-vibrated
9546,aerophone,aero_single-reed
9547,aerophone,aero_lip-vibrated
9548,aerophone,aero_lip-vibrated
9549,aerophone,aero_double-reed
9550,aerophone,aero_lip-vibrated
9551,aerophone,aero_lip-vibrated
9552,chordophone,chrd_composite
9553,aerophone,aero_lip-vibrated
9554,aerophone,aero_double-reed
9555,aerophone,aero_single-reed
9556,aerophone,aero_single-reed
9557,aerophone,aero_double-reed
9558,aerophone,aero_double-reed
9559,chordophone,chrd_composite
9560,aerophone,aero_lip-vibrated
9561,aerophone,aero_side
9562,aerophone,aero_double-reed
9563,aerophone,aero_lip-vibrated
9564,aerophone,aero_side
9565,aerophone,aero_double-reed
9566,aerophone,aero_lip-vibrated
9567,aerophone,aero_double-reed
9568,aerophone,aero_lip-vibrated
9569,chordophone,chrd_composite
9570,aerophone,aero_single-reed
9571,chordophone,chrd_simple
9572,aerophone,aero_side
9573,chordophone,chrd_composite
9574,aerophone,aero_lip-vibrated
9575,aerophone,aero_single-reed
9576,chordophone,chrd_composite
9577,aerophone,aero_side
9578,aerophone,aero_side
9579,aerophone,aero_single-reed
9580,aerophone,aero_side
9581,chordophone,chrd_composite
9582,chordophone,chrd_simple
9583,chordophone,chrd_composite
9584,aerophone,aero_double-reed
9585,aerophone,aero_lip-vibrated
9586,aerophone,aero_side
9587,aerophone,aero_single-reed
9588,chordophone,chrd_simple
9589,aerophone,aero_double-reed
9590,chordophone,chrd_simple
9591,aerophone,aero_double-reed
9592,aerophone,aero_single-reed
9593,aerophone,aero_lip-vibrated
9594,aerophone,aero_side
9595,chordophone,chrd_composite
9596,aerophone,aero_lip-vibrated
9597,aerophone,aero_double-reed
9598,aerophone,aero_double-reed
9599,aerophone,aero_lip-vibrated
9600,aerophone,aero_lip-vibrated
9601,chordophone,chrd_composite
9602,aerophone,aero_double-reed
9603,aerophone,aero_lip-vibrated
9604,aerophone,aero_lip-vibrated
9605,aerophone,aero_lip-vibrated
9606,aerophone,aero_lip-vibrated
9607,aerophone,aero_side
9608,aerophone,aero_single-reed
9609,aerophone,aero_single-reed
9610,chordophone,chrd_composite
9611,aerophone,aero_single-reed
9612,chordophone,chrd_composite
9613,chordophone,chrd_composite
9614,chordophone,chrd_simple
9615,aerophone,aero_lip-vibrated
9616,aerophone,aero_lip-vibrated
9617,chordophone,chrd_composite
9618,aerophone,aero_lip-vibrated
9619,aerophone,aero_lip-vibrated
9620,aerophone,aero_lip-vibrated
9621,aerophone,aero_lip-vibrated
9622,aerophone,aero_side
9623,aerophone,aero_side
9624,aerophone,aero_lip-vibrated
9625,aerophone,aero_free-reed
9626,aerophone,aero_side
9627,aerophone,aero_single-reed
9628,aerophone,aero_side
9629,aerophone,aero_single-reed
9630,chordophone,chrd_simple
9631,aerophone,aero_lip-vibrated
9632,chordophone,chrd_composite
9633,aerophone,aero_lip-vibrated
9634,chordophone,chrd_composite
9635,aerophone,aero_single-reed
9636,chordophone,chrd_simple
9637,aerophone,aero_single-reed
9638,aerophone,aero_lip-vibrated
9639,chordophone,chrd_composite
9640,aerophone,aero_lip-vibrated
9641,aerophone,aero_single-reed
9642,aerophone,aero_side
9643,chordophone,chrd_composite
9644,aerophone,aero_double-reed
9645,aerophone,aero_single-reed
9646,aerophone,aero_side
9647,chordophone,chrd_composite
9648,aerophone,aero_side
9649,aerophone,aero_single-reed
9650,chordophone,chrd_composite
9651,chordophone,chrd_composite
9652,aerophone,aero_side
9653,aerophone,aero_single-reed
9654,chordophone,chrd_simple
9655,aerophone,aero_double-reed
9656,chordophone,chrd_simple
9657,chordophone,chrd_composite
9658,aerophone,aero_lip-vibrated
9659,chordophone,chrd_composite
9660,chordophone,chrd_simple
9661,aerophone,aero_double-reed
9662,aerophone,aero_side
9663,aerophone,aero_side
9664,aerophone,aero_single-reed
9665,aerophone,aero_single-reed
9666,aerophone,aero_lip-vibrated
9667,aerophone,aero_lip-vibrated
9668,chordophone,chrd_composite
9669,chordophone,chrd_composite
9670,aerophone,aero_lip-vibrated
9671,aerophone,aero_lip-vibrated
9672,aerophone,aero_single-reed
9673,aerophone,aero_side
9674,aerophone,aero_lip-vibrated
9675,aerophone,aero_single-reed
9676,aerophone,aero_lip-vibrated
9677,chordophone,chrd_composite
9678,aerophone,aero_side
9679,aerophone,aero_lip-vibrated
9680,chordophone,chrd_composite
9681,aerophone,aero_double-reed
9682,aerophone,aero_single-reed
9683,aerophone,aero_double-reed
9684,chordophone,chrd_composite
9685,aerophone,aero_double-reed
9686,aerophone,aero_lip-vibrated
9687,aerophone,aero_lip-vibrated
9688,aerophone,aero_single-reed
9689,chordophone,chrd_composite
9690,aerophone,aero_double-reed
9691,aerophone,aero_side
9692,aerophone,aero_side
9693,aerophone,aero_side
9694,aerophone,aero_side
9695,chordophone,chrd_composite
9696,aerophone,aero_double-reed
9697,aerophone,aero_single-reed
9698,aerophone,aero_lip-vibrated
9699,aerophone,aero_double-reed
9700,aerophone,aero_single-reed
9701,aerophone,aero_lip-vibrated
9702,chordophone,chrd_composite
9703,aerophone,aero_single-reed
9704,aerophone,aero_side
9705,aerophone,aero_double-reed
9706,aerophone,aero_lip-vibrated
9707,aerophone,aero_double-reed
9708,chordophone,chrd_simple
9709,chordophone,chrd_composite
9710,aerophone,aero_lip-vibrated
9711,aerophone,aero_double-reed
9712,aerophone,aero_single-reed
9713,chordophone,chrd_composite
9714,chordophone,chrd_composite
9715,chordophone,chrd_composite
9716,chordophone,chrd_composite
9717,aerophone,aero_lip-vibrated
9718,chordophone,chrd_composite
9719,aerophone,aero_lip-vibrated
9720,aerophone,aero_lip-vibrated
9721,chordophone,chrd_simple
9722,aerophone,aero_lip-vibrated
9723,aerophone,aero_free-reed
9724,aerophone,aero_single-reed
9725,chordophone,chrd_composite
9726,aerophone,aero_lip-vibrated
9727,chordophone,chrd_simple
9728,chordophone,chrd_composite
9729,aerophone,aero_single-reed
9730,aerophone,aero_single-reed
9731,aerophone,aero_single-reed
9732,chordophone,chrd_simple
9733,aerophone,aero_single-reed
9734,chordophone,chrd_composite
9735,chordophone,chrd_composite
9736,aerophone,aero_lip-vibrated
9737,aerophone,aero_lip-vibrated
9738,aerophone,aero_lip-vibrated
9739,chordophone,chrd_composite
9740,aerophone,aero_side
9741,chordophone,chrd_composite
9742,aerophone,aero_lip-vibrated
9743,chordophone,chrd_composite
9744,aerophone,aero_single-reed
9745,aerophone,aero_single-reed
9746,aerophone,aero_lip-vibrated
9747,chordophone,chrd_composite
9748,aerophone,aero_lip-vibrated
9749,aerophone,aero_side
9750,chordophone,chrd_composite
9751,aerophone,aero_lip-vibrated
9752,aerophone,aero_side
9753,aerophone,aero_double-reed
9754,aerophone,aero_lip-vibrated
9755,chordophone,chrd_composite
9756,aerophone,aero_single-reed
9757,chordophone,chrd_composite
9758,aerophone,aero_single-reed
9759,aerophone,aero_single-reed
9760,chordophone,chrd_composite
9761,chordophone,chrd_simple
9762,chordophone,chrd_composite
9763,aerophone,aero_double-reed
9764,chordophone,chrd_simple
